Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set	RemStat	cr_0	cr_1	cr_2	cr_3	cr_4	cr_5	cr_6	cr_0-cr_0	cr_0-cr_1	cr_0-cr_2	cr_0-cr_3	cr_0-cr_4	cr_0-cr_5	cr_0-cr_6	cr_1-cr_1	cr_1-cr_2	cr_1-cr_3	cr_1-cr_4	cr_1-cr_5	cr_1-cr_6	cr_2-cr_2	cr_2-cr_3	cr_2-cr_4	cr_2-cr_5	cr_2-cr_6	cr_3-cr_3	cr_3-cr_4	cr_3-cr_5	cr_3-cr_6	cr_4-cr_4	cr_4-cr_5	cr_4-cr_6	cr_5-cr_5	cr_5-cr_6	cr_6-cr_6	FittedValues	FitError	BETError
NATXOW	374.843	0.20370788365224834	364.489039	6.01	307.092	4.3869836381	90000.0	375.1414996546624	0.07963324769632903	Training	Retained	0.05280395869248887	0.06934038690352125	0.04256183020049372	0.02226116582248613	0.012487290641501878	0.0064635897352094416	0.01172029209011276	0.002788258053598071	0.004895897230552045	0.004851981983166867	0.00705248808092235	0.0060473719547935395	0.003059199489790859	0.001774795248016021	0.005225585974265061	0.004449608514710946	0.006257576341860894	0.005179641611232498	0.004932773290002211	0.0028483670217775265	0.002806253931473153	0.0022834048802989984	0.0012891168859474435	0.0012156732750453747	0.0016335808325063522	0.0016819209861677815	0.0012000968556607	0.000667055005817414	0.0020910826114113315	0.0005130544658528446	0.00028573732905935907	0.0010451392177621304	0.00015845956708721552	0.0008110349335838502	0.0005612367592042818	471.47074176854414	25.77819027393979	-2.762212713055873
NAZBAT	1340.309	0.4193988113668239	1259.057648	6.73	1245.557	16.080338361600006	30000.0	1375.068326112484	2.5933815345927047	Training	Retained	0.0	0.34158238650640227	0.25656845057239763	0.1361038787667812	0.08643688585631476	0.047031311117682925	0.08766814011820173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11813355978283256	0.10428562853820039	0.09995065377996515	0.09805757425674175	0.09097658463572883	0.05115362930758544	0.07048349633628422	0.04528874470976747	0.04160372623163685	0.04063256267754667	0.05552070577422119	0.024933089069698666	0.020151111538085176	0.011216965782938484	0.034889109826698544	0.009758215392201113	0.005435030693727477	0.019706354554102298	0.00302629296702603	0.015397300920073832	0.01061262075849328	1449.6655051525033	8.1590517673539	-6.062135820918908
NERNON	937.9680000000001	0.05269622993079592	842.9022769999998	6.04	689.4010000000002	11.023884339	90000.0	942.6788071503037	0.5022353801306222	Training	Retained	0.0	0.2749533435115425	0.23426922671077988	0.09643438867185246	0.0420503452018083	0.024950479930116374	0.04911990665921511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07688907733056952	0.07715130378255138	0.061135027451212916	0.044231261719773755	0.04437850964885132	0.026224125173320213	0.05926103965227707	0.031354764617019346	0.020925722246235765	0.022126223331839452	0.03179529020890334	0.014048981978361224	0.008296807460385136	0.004998240544437867	0.016343808029515062	0.00293482083107154	0.0017676139270505543	0.0067329963164567104	0.0010645549662443702	0.005691016084659994	0.004121990104968895	951.6877069259276	1.4627052229849566	-10.135284252767713
OKABEI	2823.827	0.07212859505318958	3195.1679440000007	13.33	3061.21	41.4674779347	80000.0	3545.9835601432396	25.57368281212834	Training	Retained	0.12505555003511412	0.3390194348021432	0.47876575004354516	0.4058418714246486	0.235810550224052	0.1429606693337746	0.2783193017837391	0.015638890594584932	0.05466762401032764	0.10250527134699548	0.14211434279632446	0.13105567183407835	0.07016845474434093	0.04068933115843762	0.11638391417499752	0.18902355277870772	0.26191041853877733	0.24139644575362496	0.24494926600055678	0.14200385996403003	0.235308315988309	0.22031186152812166	0.19168172284687732	0.20524691717146237	0.2896789920630297	0.17785094706753987	0.13431727146188435	0.08198031794604446	0.26341824394786	0.06082540782771727	0.03712820782379032	0.13901633920186524	0.02266394200285916	0.11910582763132364	0.08481192134581945	3090.439143046616	9.441518302878185	13.150272449409982
OLOKEF	698.0939999999997	0.004128376452375959	697.499084	4.09	151.40200000000004	8.1710254917	60000.0	698.724000256447	0.09024576295558293	Training	Retained	0.0	0.1886730235925484	0.16590041776108605	0.07926780160981228	0.03843783812539318	0.02182765895489055	0.0400881372338675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036587843772578205	0.038456082575420006	0.03628271887381088	0.028428213236436496	0.027655638481637587	0.015584407149982273	0.030900841826356207	0.019325474203329585	0.01382274077426787	0.01413320730258116	0.01928928024386765	0.010261490938798759	0.0066036750393264525	0.0038478136024458942	0.011951896135757072	0.0025478574330662818	0.0014842979708798183	0.005370342914815328	0.0008643890971462595	0.004387340374811621	0.0030152548930206424	864.2458788503471	23.800788840807613	-0.08522004200002738
OQIRAI	497.027	0.17228723988585004	377.925933	5.65	321.516	6.1761219885	90000.0	528.1350139294074	6.258817716020936	Training	Retained	0.0	0.04862174029311193	0.029351668981387462	0.008033039222501962	0.007318936801535117	0.003883024388953274	0.00674036106688202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026633412010916547	0.002396076773625125	0.0030915131352085203	0.002824435705604132	0.002768497925392204	0.0015975412542669906	0.001556985419295797	0.0009689196236754468	0.00038412521334612963	0.00034436065006245004	0.00040816265012217127	0.0004988632547486269	0.0004820110132753669	0.00027052495568150937	0.000820848284784801	0.0002639754288615049	0.00015041043898163313	0.0005407339660059196	8.535681342292906e-05	0.00042879026727795294	0.0002904300875262581	395.94666522571316	-20.336990701568894	-23.962695587966046
OWITAQ	2886.7129999999997	0.3206956674741627	2798.005352	7.13	4776.25	35.953689599200004	90000.0	3074.4862864826305	6.504743855126238	Training	Retained	0.0014968977308363529	0.0024170378553044977	0.0007897617317160139	0.10450335267165074	0.21219133688044325	0.11875613759945303	0.23325281671504605	2.240702816583022e-06	1.0845466384871068e-05	3.321833609709915e-05	0.0005217846365694432	0.0014209379633126648	0.0007063473796974235	0.0004132193140027284	2.1441490633813284e-05	3.90381574603089e-05	0.0010547874817845634	0.0032049664268092794	0.002979136667900774	0.0017317743766729276	1.988714803775957e-05	0.0012072927871445997	0.003654663185778106	0.003526241461039027	0.004952699280632402	0.01602177609888101	0.03693458863471132	0.020901382690359314	0.06772314732888564	0.04986637587103925	0.028250637079457762	0.10671061882429826	0.016004522633829694	0.0848498051149688	0.06095165574917459	2780.3874968781433	-3.6832723974242128	-3.0729638866073494
OWITOE	2905.441	0.3474223039351392	2958.607672	7.14	4829.1	36.075532520100005	90000.0	3084.9053670717994	6.176837425774594	Training	Retained	0.0015396183594617442	0.002625611207183424	0.0012820444916438163	0.10510076778311013	0.21310777773603579	0.12005872278617508	0.22926784254197619	2.3704246927916726e-06	1.156512189673742e-05	3.543094495279404e-05	0.0005390808217114263	0.0014673883626401842	0.0007338988696818291	0.00041829800737637365	2.3835829914482698e-05	4.5412898904362524e-05	0.0011099870203739423	0.0033536327686961415	0.0031409770233574324	0.0017725623341809796	3.2899140725641675e-05	0.0012837270609421514	0.0038493971080902295	0.003749787517793436	0.00509078946827377	0.01617273431409027	0.03725433605357117	0.02121355586112681	0.06693915413895936	0.0502713902422893	0.028655189111390363	0.10544234293228937	0.016333614618799935	0.08435642896418034	0.05903014323860495	2777.808887453252	-4.392865404830041	1.8299002457802547
PEWLUA	3291.015	0.11838728250236785	3542.570885	17.62	3648.66	46.4421404708	80000.0	3971.378892795237	20.673375624092788	Training	Retained	0.09259362413750608	0.16705092217811238	0.2731862478947624	0.28645239704250497	0.23954623121144739	0.15401812985925767	0.3069781677929772	0.008573579230917746	0.020140242338747644	0.04413712099367085	0.07632240098725679	0.09848204042455931	0.05572829874372072	0.0330312543713019	0.028806219427367084	0.054663002239264465	0.09434690852125979	0.12169127100771324	0.13052817818959475	0.07734593125221843	0.07947760865505699	0.0925666964079894	0.11269209246067714	0.12758857971141963	0.1840674015268384	0.09319591180347783	0.09873568065573854	0.0637088191247427	0.2092532957695213	0.06265794875199844	0.040430687698373165	0.15474731581233056	0.026089016871692985	0.1401549783283885	0.10202080532931596	3114.6410303456605	-5.359257543777204	7.643717363792028
PODKUQ	4344.277	0.41534116590941694	4884.811921	22.27	4746.36	68.9548538638	100000.0	5896.49504554281	35.73018123712668	Training	Retained	0.18188536196046193	0.24365155917774556	0.2706972865021862	0.4685983178777376	0.3427169460413123	0.23369987169881384	0.4733788686332109	0.03308228489548825	0.05735662124416251	0.08594498960558195	0.23653879804470426	0.27188785784113934	0.1628940308974683	0.09800677665384841	0.06055833151443246	0.07857895512420472	0.21616409784388285	0.2483992092206512	0.28210193371934994	0.1696967197313814	0.0780961911164817	0.14512714641398566	0.15742515155965386	0.18875961890760637	0.27647345937511253	0.23315719816759883	0.21958690172174694	0.15001769673837181	0.5002281497721697	0.12397860166777569	0.08470216218787179	0.32910914178003453	0.05786951416629132	0.3155974809953119	0.2332102463780437	3762.1235774031134	-13.400467387251933	12.442459838541613
PODXIR	693.5980000000003	0.2737953686410109	649.702271	5.75	765.163	8.233377562000001	60000.0	704.0558754327689	1.5077718552776496	Training	Retained	0.0	0.14036817866029358	0.15282729595663663	0.05636470449264242	0.028472448311422583	0.01713599025707701	0.03353257985442163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204838768785226	0.026654707852057976	0.021284040290531495	0.017133116700060794	0.017410361915391737	0.010278100357602593	0.026516665078532793	0.013945472731601547	0.010152904835992564	0.010870317007168945	0.015585733885853962	0.00607604308835894	0.004041309421749973	0.0024649741949233743	0.008038844789209505	0.0016117783588934132	0.0009831327388863972	0.0037357408669985983	0.0005996604289114222	0.0031978980893799355	0.0023103940774276696	734.3975646597448	5.8823071375269995	-6.328698900515901
PUSXIL01	1015.14	0.1712276621895319	927.120075	6.64	986.716	11.9002970924	90000.0	1017.6229650841457	0.24459336487043065	Training	Retained	0.0	0.008190177365898136	0.01722651392756285	0.0582916027809313	0.03729952921960481	0.024953090946738987	0.050937746657241774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011963202186563605	0.0003369148192205495	0.00147911238772113	0.001258590700599255	0.0014028667359650613	0.0008502277596636359	0.0007100203871775924	0.0020528677169465194	0.0013574649397070883	0.0016342750690079933	0.0024079246514008535	0.006389960000187425	0.0050962595774769635	0.003375457421126505	0.01134984811885256	0.0024311756982196334	0.0016090870551746992	0.006304907125999412	0.0010647303388754891	0.005855777614085206	0.004363745738815501	856.8120097399739	-15.596665510178509	-8.670717832023165
QUBZIX	2643.734000000001	0.3422754028838757	2584.007291	7.48	3338.51	32.0515149232	80000.0	2740.801964718648	3.6716237230616633	Training	Retained	0.0	0.440026690383134	0.5246276245393914	0.36357890835537826	0.18878347713066176	0.10608871044105903	0.20638519093082017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19521761292861858	0.26767764961121704	0.30626776591175264	0.2540165113372018	0.24038038839331688	0.13940829748762432	0.2813220180485051	0.2174495605612467	0.17014659491822443	0.16984592749769786	0.2397929409521486	0.14480178382615375	0.0983719190018264	0.0559765883858428	0.17991534241219118	0.04007433279484423	0.022805502135487363	0.08541186653407876	0.012977905842592652	0.06821944516346679	0.04858867413491742	2730.787391863393	3.2928196204078137	-2.2591799704509197
QUFTAM	532.495	0.02582014551760736	494.258468	4.84	348.725	6.236651501	70000.0	533.3110378141123	0.1532479768096023	Training	Retained	0.0	0.07924387084751106	0.09441339005958638	0.03423760378872147	0.014481419087405965	0.008417041742373812	0.015367315567901715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006751639149400443	0.009872742723129832	0.008890426197104943	0.006407866680748482	0.006424963003690954	0.0036942652386206566	0.011000992349779441	0.006348966549518045	0.0038460240768815393	0.0040417694003649935	0.005588919789632842	0.0029744837945138926	0.0017617387132226197	0.0010544869902494208	0.0033148213948259162	0.0006230269840275259	0.00037240260723815194	0.0013604713896568643	0.0002224933905925794	0.0011398194618365551	0.0007898717911800264	524.4959160330061	-1.5021894979284138	-7.180636813491209
RAVVOA02	382.49800000000016	0.09797641646844024	375.032848	4.55	189.694	4.4746969525	35000.0	382.642075680961	0.03766704164751073	Training	Retained	0.23019740197583116	0.1669362353452872	0.10156214117585081	0.025589494327993196	0.01273270552263263	0.007378071640385381	0.013258489689849847	0.052990843876422396	0.050037023663008655	0.04381271026377349	0.03274824184743014	0.026599486418365976	0.014112494687267142	0.008124676847968453	0.028767421332931753	0.021783581394490204	0.016042236226331337	0.012832607653599554	0.012890474976010756	0.007405022328393363	0.012542279853233864	0.005794705693463745	0.003862684109668491	0.004063299880411424	0.005599031807086903	0.0020139175804073876	0.001329461322851762	0.0007940401460653689	0.0024716655032910283	0.0005261719137813988	0.00031418756650071955	0.0011388541470943381	0.0001875032718183499	0.0009528333677875924	0.0006545426009593428	484.46018495973595	26.656919764217264	-1.951683930373533
RAVWAO	2578.173	0.3663712204789297	2964.026369	16.94	2595.33	46.9638814666	100000.0	4015.994217524485	55.76899678665805	Training	Retained	0.0	0.3787196420147068	0.42143674167352774	0.20122615757158233	0.1098134375493067	0.07173113623753284	0.2723315530677271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14495080115463846	0.18633118768883886	0.1545824408894364	0.13382551558400618	0.1452601791937123	0.15530827602643557	0.183560938962537	0.10266089927433773	0.0836263826696463	0.09583497756828405	0.25048781425833855	0.04925298377715427	0.03497213174280924	0.022846249693500114	0.13606887926196323	0.014890006642618822	0.009727727576648741	0.0674911294715146	0.00635519107719159	0.06187083412804392	0.081416301587151	2279.533337399641	-11.583383372658036	14.96615506407058
RAVXIX	2915.243	0.4124710943205475	3237.155069	52.64	2989.21	126.1331445876	100000.0	10785.947913232685	269.9845231849518	Training	Retained	1.0	0.7797199054286792	0.5369536619708525	0.2978862448482392	0.21948977444975626	0.26202501437348624	0.8947721201752813	1.0	1.0	0.9167624299889465	0.8541658908952175	0.9797614803204133	1.0	1.0	0.6090743247319778	0.48368917403575257	0.4505321215474312	0.5167476044427395	1.0	1.0	0.29438857968881565	0.18510759355103446	0.20047850302092735	0.41028627670994405	1.0	0.10013619775903665	0.09422768184820883	0.10993179138421405	0.6099890887810459	0.05313709694230012	0.061952979124891644	0.4004371171772877	0.07217052037199789	0.6544827867828562	0.8040627019888775	2963.784573794395	1.6650952868901472	11.04237516392287
RAVXOD	3421.135	0.3203406560191454	3651.177061	71.64119000000002	3273.75	171.24074744950002	100000.0	14643.207292200625	328.0219077060865	Training	Retained	0.7603505345674831	0.6352410762470779	0.46434694635634394	0.2908839789913043	0.20589525163362976	0.1554664636860639	1.0	0.5781329354170575	0.6200466313669456	0.6049505705719118	0.6355457356173483	0.7017568576120565	0.46168321080592706	0.8479114811475319	0.40503028985467504	0.3423017409056054	0.3594670684437789	0.39685650437140285	0.49493173355726716	0.9093593217228739	0.22168973635012262	0.1571096312527498	0.16370077336054845	0.215650200027628	0.9677445402347744	0.09585651919673141	0.08681878787214395	0.06518505762257212	0.66575765862656	0.04712796234909562	0.03537834989312851	0.42067922750687103	0.02655542520921909	0.4430147375293972	1.0	3465.0098200499788	1.2824638621386921	6.724144501751601
RAYLUA	871.327	0.053117660203735984	823.696415	6.37	891.436	10.2999850004	90000.0	880.7764373482048	1.084488067993408	Training	Retained	0.33282697871895167	0.23599657200875845	0.1536908349441003	0.09123040285601394	0.046596136223368174	0.026487821530671325	0.05066516564979062	0.11077379776318552	0.10170131179871836	0.09229346064788209	0.10446639222958137	0.08556794106659282	0.04384978634780697	0.0253718279275055	0.05686086104032472	0.044664863910289336	0.05034133854136144	0.041042853453563746	0.03983496846701169	0.0230312811916028	0.026795973759278564	0.02001707715331547	0.01492527068646751	0.015223695012109071	0.02135742581832195	0.012841958403638887	0.00860529745465013	0.00500641554703394	0.015997986060467716	0.0034577673377816473	0.002011754882924179	0.007490551917456015	0.0011701292289594647	0.0061136025840704345	0.004327089232471772	932.7354896888035	7.047697327042942	-5.466441990205744
RAYMOV	4145.727	0.3094674552265725	5483.649762	13.27	4851.33	68.6924717882	90000.0	5874.058124541272	41.68945819493837	Training	Retained	0.007109926106373306	0.06292652063155585	0.269337984278336	0.712470070705341	0.4163938283139436	0.2465472235782599	0.4741857213842996	5.0551049238088674e-05	0.000600978740668818	0.0033434775980612967	0.013779546337075855	0.012817690907586988	0.006704268513571758	0.0038373776690299893	0.004341237126681581	0.020928043767718903	0.08618189738803021	0.08001126539948455	0.07929796884818288	0.04536429495329782	0.07734685763313041	0.21554382762401011	0.1891605049223298	0.19784347314483924	0.27559184848496077	0.51877955865415	0.3950850963446423	0.23557805124519046	0.7472491689994762	0.18042150644754118	0.1075902145696194	0.3976711958682431	0.06416074397306666	0.3328561618112857	0.23397633970215836	4132.305938749345	-0.3237323936345768	32.27233153557869
REBCAE	1504.6770000000001	0.4522689803067883	1459.01121	10.18	1423.757	19.0112607691	90000.0	1625.6985353915866	8.043024209952494	Training	Retained	0.0	0.3747247717547168	0.24673626026358536	0.1618755514546586	0.09450369707495038	0.054703592170463486	0.10962792690335726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14193451621385833	0.11013423385346488	0.12675064461390187	0.11611484316807266	0.11342187141085922	0.06770048397663543	0.06541569639570487	0.05052365907854514	0.04331698969768464	0.044595458014725455	0.06478691943934103	0.033598657725743636	0.025286524453121337	0.014841821095362464	0.04908834706487533	0.011409176525336268	0.00669801362237168	0.025815094195051787	0.003932051749806223	0.021270272238051925	0.01559025930477258	1596.7608479988999	6.119841534023562	-3.0349231097438345
REGXOS	1546.1670000000001	0.027058308899918337	1743.542129	19.12	1504.46	22.405570544899998	80000.0	1915.9541106637064	23.916375828982673	Training	Retained	0.09672106663422275	0.17951784164037138	0.18766544811369532	0.2126248245624439	0.12886181923143616	0.07310071354338357	0.14239393670950784	0.009354964730861759	0.022578051106936132	0.03230358770185816	0.06105563454401095	0.058124666056321314	0.029362249703954613	0.017082571795626434	0.03317956725106221	0.04109244254255207	0.0774935632268929	0.07362375044919509	0.0704553280625608	0.040970754659886297	0.03893966407933126	0.04937934840420249	0.043965477455798097	0.04433240072038267	0.06271448020461161	0.05433450683645527	0.04242222239217296	0.024406091715085045	0.07864464879207446	0.019856369019925744	0.011426208253529125	0.04290684754619181	0.006574830038515193	0.03465181549462509	0.02474487784493523	1935.305237501259	25.167930598781297	12.765447005401084
REWLEM	2576.351	0.4026089098444244	2593.6711370000007	12.25	2774.62	33.226868976700004	90000.0	2841.3093106831616	10.284247398089835	Training	Retained	0.5714107574249413	0.867351449314459	0.6384548358395387	0.3307080854941561	0.1875353644308057	0.11111426932687846	0.21714374818212223	0.3265102537009451	0.6353637040325654	0.6206170165868858	0.5371128106521915	0.48352622621884495	0.2535374027666592	0.14766460709836435	0.7530428803942317	0.6371896638303685	0.5513452290221207	0.496236787854085	0.49314063141052017	0.28715232253718265	0.41325930947800904	0.2415240681814913	0.20515884416333235	0.21511796472148106	0.30495054936648436	0.12143226369988055	0.08953169560592007	0.05350764667141823	0.17266829373825657	0.039582100926890955	0.02365834548880526	0.08896263920806745	0.014140951170389559	0.0746335952967851	0.05337219350143871	2500.4862239832164	-2.944659947995584	0.6722739642230664
REWNEO01	3259.352000000001	0.209875960472704	3502.708759000001	18.35	3615.22	45.5368222354	80000.0	3893.9629577224187	19.470463997825888	Training	Retained	0.1094376935063534	0.20109601038853317	0.32715052219561047	0.3522905470602478	0.22935380428421315	0.15160202667727266	0.29832498730297374	0.011976608759990548	0.028562565753032565	0.0620197774795833	0.10904402830728481	0.11173495603321357	0.06489135891454466	0.038003744613991385	0.04147898450061221	0.07799904778934319	0.1369732677104936	0.14023369714021958	0.15438401716258698	0.0903892420479298	0.11240082580688142	0.1333072256636583	0.12876301902193402	0.14964465302748808	0.21329996979225063	0.13654596917231612	0.11465884887473163	0.07593662588337868	0.24643419575940895	0.05772195061022763	0.038229577787936404	0.14457074095624473	0.02532012406786039	0.1343964510592364	0.09665802361417326	3051.789022476394	-6.368228332613568	7.466415379498738
SARNOQ	1267.272	0.3727291856116026	1186.794775	8.89	1375.18	15.5253981957	80000.0	1327.6140606699764	4.761571365103663	Training	Retained	0.01388193326464951	0.07116952335367316	0.12486856271013133	0.11973837094264578	0.0811793496972852	0.04525017752857434	0.0876033772511534	0.00019270807116418258	0.0013195403498655995	0.0031819147605569665	0.00539185992599484	0.00557563044840432	0.0027890518548375955	0.001619403905770005	0.005492768755422991	0.011450603102841881	0.01920742126180617	0.019727220217887725	0.018664811844541197	0.010822782015167953	0.01825967332446166	0.02048903874879448	0.01958584256299124	0.01949523673569152	0.027476359707304953	0.02008229535695212	0.017132304277154804	0.009741801609999554	0.031296236980098986	0.008750227584571524	0.004978983062685201	0.018644922512044894	0.00283255132562922	0.01488602839826685	0.010599315094650714	1387.8810556097717	9.517219319117897	-6.350430294364577
SOTWOP	1515.8220000000001	0.3901785025601624	1343.207299	6.04	1528.0858092	17.8963753783	80000.0	1530.3620098993408	0.95921618101208	Training	Retained	0.0	0.09557497674442861	0.2431928919910354	0.1270003094039507	0.06433552901001711	0.04189769701091779	0.09645077186306218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009693809073657925	0.028369284929069538	0.02686191269540596	0.021644711165474916	0.02336945315017598	0.015682407058124084	0.06363557781241826	0.040597850052570876	0.03063854905502699	0.034930891390948154	0.057154973096786174	0.022172253119127565	0.0147480570443146	0.009584297953775894	0.03570292085361091	0.005882378849882111	0.003823196329179823	0.01659627585352938	0.0024847850863821395	0.01513753407879126	0.012491890351524383	1326.8200794322963	-12.468609148548033	-11.387531055757218
SUKYON	4047.889	0.4842948710876822	3888.654653	10.54	5028.25	50.04397068390001	90000.0	4279.38003870993	5.718808957210285	Training	Retained	0.0	0.04610607753180848	0.2811370213334726	0.46559830853078654	0.27710956709998047	0.161566501577872	0.3223416989147298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024103044028200215	0.016252355018008462	0.04273219331975165	0.040193982859345306	0.03927408984710027	0.023287402106377794	0.08397140613826547	0.14958854855899345	0.1331194279831693	0.13729057216030646	0.19823951911972493	0.23034383943844294	0.1781218940734993	0.10474095063166904	0.3443408919705863	0.08259107109257585	0.04857126353748771	0.18606834995467494	0.02856503501721518	0.15359014256082948	0.11189778479300078	3462.7787991656364	-14.454699741874435	-3.933762684698124
SUNLET	2405.564	0.2057535109434766	2900.234667	14.51	2382.51	38.2102837223	90000.0	3267.453065774806	35.828980886594834	Training	Retained	0.0	0.30819509843399717	0.3091578507288696	0.16401765914054542	0.08414416531033543	0.06084152725288282	0.2343303254451333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09636360306668831	0.11260076070494263	0.10556761564586466	0.08651025311735215	0.10238454212003793	0.11003682435647909	0.10079219984413483	0.06355276709947745	0.04879030407796193	0.06106584639979114	0.16083783861387219	0.03437546360430053	0.023104585740150972	0.016484842752924035	0.09887873765932562	0.009312048715857196	0.006644742460677184	0.046445109098503704	0.0047398978348480005	0.04645104038681591	0.06147647434392789	1933.8380944288886	-19.609784049441682	20.563604501896453
TEDHAN	1753.3339999999994	0.30596048495044226	1719.5929850000002	10.0	2042.07	22.744777719899997	90000.0	1944.960530295176	10.929265633083975	Training	Retained	0.30838442015331263	0.31139671128620927	0.3316157171437937	0.2120200072734708	0.12293235216099863	0.07187963727826596	0.14369054492614497	0.09510095059329486	0.12392969708219237	0.17706297027244552	0.19418149975976556	0.17768100528482406	0.09223018462029942	0.054903479805442336	0.09835517559436165	0.12170419603544455	0.1332737219467963	0.12179590745027653	0.11980048413705414	0.0712972342803381	0.11537953949620822	0.08512479635797021	0.07315975901154438	0.07589663415138373	0.10995588018227938	0.05405870695809542	0.040547567014838054	0.023978248734236297	0.07908408534103559	0.018234881713507983	0.010785069697061833	0.041450023604893985	0.006378828136310227	0.034409087107204014	0.025149691726394464	1858.8162253978978	6.016094218095268	-1.924391758786356
TESGOO	366.694	0.0018864714347851528	362.435337	4.5	168.99599999999995	4.2886591196	55000.0	366.7335340988831	0.01078122327691552	Training	Retained	0.0	0.051220006889388665	0.05347096062938595	0.004142302252153043	0.0013019383141730418	0.0024030787105648937	0.007373157895604849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029378880569219203	0.003995743599447384	0.002886756889740595	0.0020635475784077676	0.002549522928728001	0.0017392127338944374	0.004094614362918972	0.001623077470329642	0.0006019343880858021	0.0009493871936305843	0.001729780223659699	0.00024200475704741644	0.00012954103907833673	0.00014624312042494243	0.0006586061047089243	3.935071106934914e-05	4.9806747225443756e-05	0.00027008846311801495	4.933277501784605e-05	0.0003476576995060592	0.0003221911411804267	343.6137731886274	-6.2941381128059355	-1.1613669708258147
TIVXOM	240.795	0.31448055800572416	220.176713	5.72	163.737	2.8664161812	70000.0	245.11412705324685	1.7936946586294813	Training	Retained	0.0027288271936786244	0.00686850592479361	0.033437190747449594	0.0	0.0	0.0	0.0	7.446497852959956e-06	3.528541634677951e-05	0.00020919888582036293	0.0002056424730200729	0.0001700881860158837	9.307645063652086e-05	5.671769976587056e-05	9.130749566779031e-05	0.0004772618131846803	0.00023614844752982187	0.0	0.0	0.0	0.0019069792219510622	0.0007428285241625375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.9219202499626	24.554878735008053	-8.562589339479633
TOFTIT	3251.025	0.10621417971216518	3513.726465	20.02	3502.72	45.6753510929	100000.0	3905.8088927965023	20.140844588906628	Training	Retained	0.13579095780091688	0.2383326591279116	0.34112126430142603	0.31043537069721383	0.20756534277865568	0.1491293671687764	0.29963743331256326	0.01843918422049039	0.04189853273361452	0.08011976496780154	0.12044316645669198	0.12627463341929662	0.07927987887144136	0.04735031566153931	0.057976880171164626	0.09601527840446952	0.1441629782629075	0.15103135361150247	0.1797823662318307	0.10735209580110619	0.12185020979900225	0.1235020269830033	0.12204569609469744	0.15343428415530372	0.22307091705147042	0.1080380125303594	0.0928617030215019	0.06651695456789279	0.22015843351498876	0.047846848166459656	0.03427035981250242	0.13217438658322844	0.024545101570262014	0.13287259251844138	0.0974621261950592	2912.0700863052843	-10.426093730276321	8.080573511431014
TOHZAS	1095.893	0.3387814995673015	1066.444884	5.21	1137.4	13.0056776916	90000.0	1112.1467130351757	1.4831478105230782	Training	Retained	0.18913108323501715	0.22139871370115172	0.26651347738160086	0.11228825089127414	0.06221101003075037	0.03566207751365804	0.07022753073527399	0.03577056664565098	0.05426625419768006	0.08804852114823417	0.06977622839877014	0.06096867106739595	0.03131408461195753	0.01846672643098667	0.05013262480560486	0.07043596490507655	0.055589853971202134	0.0483977685560845	0.04708520544311055	0.027753914608764314	0.07580133926015728	0.04011042732055206	0.03260296893125906	0.03342087332272911	0.04792783155709752	0.018041812019775536	0.012934457089334071	0.007553364325387883	0.02465141014744145	0.005559787278945812	0.003247526588204105	0.012351104713799587	0.0018966407121775784	0.01012359026591994	0.007321367351916874	1169.7192453088574	6.736628969147292	-2.687134236645368
TOVGAO	4040.8320000000003	0.22093181117807792	5048.125563000001	20.85	4461.04	66.75451632	90000.0	5708.338901362367	41.266424868996474	Training	Retained	0.03399615447628809	0.08053113121741294	0.08712861911385666	0.24753753214400134	0.3788534541567265	0.2355309531944788	0.46347387872672485	0.001155738519175643	0.0036379609767088314	0.005651685915963205	0.024563311258064793	0.05595344054133295	0.030675957278894356	0.017949915587607994	0.006964308597551448	0.009341206881213435	0.04052907149010758	0.0925441220047785	0.0961612141379018	0.05624797351401727	0.00953295689187594	0.027863039596576357	0.06032551659180623	0.06615309146652966	0.09417234988597503	0.07142731040824919	0.13412065908978424	0.0838300635874248	0.27181907213795553	0.15034502138028874	0.09397848175077834	0.35511605042152256	0.05874637272053198	0.31157345942214204	0.22390784049834764	4299.576166082636	6.403239879377198	24.92787532369574
